name,bytes,sha256,version
category-dictionaries.json,109803,242c2eb8da2ff2645cf1b29a79278df6f4a2f3ebdf6ef2b87bdb2fbc13b5773e,1
feature-order.json,7339,52deed1b603692fbbaafd8b24efdf773413972aeeb28269911ca65065191966b,1
