anomaly_type,競馬場,競走年月日,レース番号,detail
PAYBACK_MULTIROW,園田,20200219,2,source_rows=2
PAYBACK_MULTIROW,園田,20200220,6,source_rows=2
PAYBACK_MULTIROW,園田,20200723,6,source_rows=2
PAYBACK_MULTIROW,園田,20200729,11,source_rows=2
PAYBACK_MULTIROW,園田,20200730,10,source_rows=2
PAYBACK_MULTIROW,園田,20200806,4,source_rows=2
PAYBACK_MULTIROW,園田,20200904,11,source_rows=2
PAYBACK_MULTIROW,園田,20200909,7,source_rows=2
PAYBACK_MULTIROW,園田,20201203,5,source_rows=2
PAYBACK_MULTIROW,園田,20201204,10,source_rows=2
PAYBACK_MULTIROW,園田,20201229,1,source_rows=2
PAYBACK_MULTIROW,園田,20210503,11,source_rows=2
PAYBACK_MULTIROW,園田,20211001,5,source_rows=2
PAYBACK_MULTIROW,園田,20211118,12,source_rows=2
PAYBACK_MULTIROW,園田,20211221,12,source_rows=2
PAYBACK_MULTIROW,園田,20211222,5,source_rows=2
PAYBACK_MULTIROW,園田,20211223,7,source_rows=2
PAYBACK_MULTIROW,園田,20211229,9,source_rows=2
PAYBACK_MULTIROW,園田,20220102,12,source_rows=2
PAYBACK_MULTIROW,園田,20220519,12,source_rows=2
PAYBACK_MULTIROW,園田,20220603,9,source_rows=2
PAYBACK_MULTIROW,園田,20220622,6,source_rows=2
PAYBACK_MULTIROW,園田,20220630,12,source_rows=2
PAYBACK_MULTIROW,園田,20220708,2,source_rows=2
PAYBACK_MULTIROW,園田,20220826,9,source_rows=2
PAYBACK_MULTIROW,園田,20220930,10,source_rows=2
PAYBACK_MULTIROW,園田,20220930,5,source_rows=2
PAYBACK_MULTIROW,園田,20221018,1,source_rows=2
PAYBACK_MULTIROW,園田,20221123,6,source_rows=2
PAYBACK_MULTIROW,園田,20221215,10,source_rows=2
PAYBACK_MULTIROW,園田,20221215,7,source_rows=2
PAYBACK_MULTIROW,園田,20221230,6,source_rows=2
PAYBACK_MULTIROW,園田,20230414,11,source_rows=2
PAYBACK_MULTIROW,園田,20230419,2,source_rows=2
PAYBACK_MULTIROW,園田,20230712,5,source_rows=2
PAYBACK_MULTIROW,園田,20230907,1,source_rows=2
PAYBACK_MULTIROW,園田,20231109,12,source_rows=2
PAYBACK_MULTIROW,園田,20231129,11,source_rows=2
PAYBACK_MULTIROW,園田,20231201,8,source_rows=2
PAYBACK_MULTIROW,園田,20231220,6,source_rows=2
PAYBACK_MULTIROW,園田,20231229,4,source_rows=2
PAYBACK_MULTIROW,園田,20240104,9,source_rows=2
PAYBACK_MULTIROW,園田,20240524,12,source_rows=2
PAYBACK_MULTIROW,園田,20240621,1,source_rows=2
PAYBACK_MULTIROW,園田,20240822,10,source_rows=2
PAYBACK_MULTIROW,園田,20241003,2,source_rows=2
PAYBACK_MULTIROW,園田,20241128,1,source_rows=2
PAYBACK_MULTIROW,園田,20241231,1,source_rows=2
PAYBACK_MULTIROW,園田,20241231,11,source_rows=2
PAYBACK_MULTIROW,園田,20250116,3,source_rows=2
PAYBACK_MULTIROW,園田,20250522,11,source_rows=2
PAYBACK_MULTIROW,園田,20250523,7,source_rows=2
PAYBACK_MULTIROW,園田,20250709,5,source_rows=2
PAYBACK_MULTIROW,園田,20250926,4,source_rows=2
PAYBACK_MULTIROW,園田,20251118,6,source_rows=2
PAYBACK_MULTIROW,園田,20260113,12,source_rows=2
PAYBACK_MULTIROW,園田,20260612,12,source_rows=2
PAYBACK_MULTIROW,大井,19980220,11,source_rows=2
PAYBACK_MULTIROW,大井,19980310,3,source_rows=2
PAYBACK_MULTIROW,大井,19980313,10,source_rows=2
PAYBACK_MULTIROW,大井,19980313,9,source_rows=2
PAYBACK_MULTIROW,大井,19980428,5,source_rows=2
PAYBACK_MULTIROW,大井,19980620,9,source_rows=2
PAYBACK_MULTIROW,大井,19980809,3,source_rows=2
PAYBACK_MULTIROW,大井,19981011,3,source_rows=2
PAYBACK_MULTIROW,大井,19981109,4,source_rows=2
PAYBACK_MULTIROW,大井,19990507,8,source_rows=2
PAYBACK_MULTIROW,大井,19990530,4,source_rows=2
PAYBACK_MULTIROW,大井,19990622,2,source_rows=2
PAYBACK_MULTIROW,大井,19990627,6,source_rows=2
PAYBACK_MULTIROW,大井,19990707,8,source_rows=2
PAYBACK_MULTIROW,大井,19990813,5,source_rows=2
PAYBACK_MULTIROW,大井,19991009,10,source_rows=2
PAYBACK_MULTIROW,大井,19991011,5,source_rows=2
PAYBACK_MULTIROW,大井,19991111,10,source_rows=2
PAYBACK_MULTIROW,大井,19991207,4,source_rows=2
PAYBACK_MULTIROW,大井,20000302,6,source_rows=2
PAYBACK_MULTIROW,大井,20000323,5,source_rows=2
PAYBACK_MULTIROW,大井,20000413,7,source_rows=2
PAYBACK_MULTIROW,大井,20000519,2,source_rows=2
PAYBACK_MULTIROW,大井,20001029,9,source_rows=2
PAYBACK_MULTIROW,大井,20010116,8,source_rows=2
PAYBACK_MULTIROW,大井,20010709,9,source_rows=2
PAYBACK_MULTIROW,大井,20010724,7,source_rows=2
PAYBACK_MULTIROW,大井,20011006,1,source_rows=2
PAYBACK_MULTIROW,大井,20011006,10,source_rows=2
PAYBACK_MULTIROW,大井,20011211,7,source_rows=2
PAYBACK_MULTIROW,大井,20020219,3,source_rows=2
PAYBACK_MULTIROW,大井,20020705,9,source_rows=2
PAYBACK_MULTIROW,大井,20020819,2,source_rows=2
PAYBACK_MULTIROW,大井,20020913,6,source_rows=2
PAYBACK_MULTIROW,大井,20021102,10,source_rows=2
PAYBACK_MULTIROW,大井,20021228,4,source_rows=2
PAYBACK_MULTIROW,大井,20030531,1,source_rows=2
PAYBACK_MULTIROW,大井,20030704,4,source_rows=2
PAYBACK_MULTIROW,大井,20030813,7,source_rows=2
PAYBACK_MULTIROW,大井,20031104,8,source_rows=2
PAYBACK_MULTIROW,大井,20040108,6,source_rows=2
PAYBACK_MULTIROW,大井,20040122,6,source_rows=2
PAYBACK_MULTIROW,大井,20040524,9,source_rows=2
PAYBACK_MULTIROW,大井,20040613,8,source_rows=2
PAYBACK_MULTIROW,大井,20040614,7,source_rows=2
PAYBACK_MULTIROW,大井,20040819,7,source_rows=2
PAYBACK_MULTIROW,大井,20040913,6,source_rows=2
PAYBACK_MULTIROW,大井,20041228,11,source_rows=2
PAYBACK_MULTIROW,大井,20050204,1,source_rows=2
PAYBACK_MULTIROW,大井,20050308,9,source_rows=2
PAYBACK_MULTIROW,大井,20050311,3,source_rows=2
PAYBACK_MULTIROW,大井,20050404,6,source_rows=2
PAYBACK_MULTIROW,大井,20050606,5,source_rows=2
PAYBACK_MULTIROW,大井,20050812,1,source_rows=2
PAYBACK_MULTIROW,大井,20051003,7,source_rows=2
PAYBACK_MULTIROW,大井,20051102,3,source_rows=2
PAYBACK_MULTIROW,大井,20051104,9,source_rows=2
PAYBACK_MULTIROW,大井,20051205,8,source_rows=2
PAYBACK_MULTIROW,大井,20060507,6,source_rows=2
PAYBACK_MULTIROW,大井,20060802,2,source_rows=2
PAYBACK_MULTIROW,大井,20060829,8,source_rows=2
PAYBACK_MULTIROW,大井,20060831,10,source_rows=2
PAYBACK_MULTIROW,大井,20061225,6,source_rows=2
PAYBACK_MULTIROW,大井,20061228,9,source_rows=2
PAYBACK_MULTIROW,大井,20070326,7,source_rows=2
PAYBACK_MULTIROW,大井,20070327,10,source_rows=2
PAYBACK_MULTIROW,大井,20070509,3,source_rows=2
PAYBACK_MULTIROW,大井,20070521,3,source_rows=2
PAYBACK_MULTIROW,大井,20070624,10,source_rows=2
PAYBACK_MULTIROW,大井,20070903,4,source_rows=2
PAYBACK_MULTIROW,大井,20070904,4,source_rows=2
PAYBACK_MULTIROW,大井,20071005,5,source_rows=2
PAYBACK_MULTIROW,大井,20080312,12,source_rows=2
PAYBACK_MULTIROW,大井,20080424,1,source_rows=2
PAYBACK_MULTIROW,大井,20080602,10,source_rows=2
PAYBACK_MULTIROW,大井,20080811,3,source_rows=2
PAYBACK_MULTIROW,大井,20080813,3,source_rows=2
PAYBACK_MULTIROW,大井,20080916,9,source_rows=2
PAYBACK_MULTIROW,大井,20081010,8,source_rows=2
PAYBACK_MULTIROW,大井,20081110,5,source_rows=2
PAYBACK_MULTIROW,大井,20081110,8,source_rows=2
PAYBACK_MULTIROW,大井,20081111,11,source_rows=2
PAYBACK_MULTIROW,大井,20081228,3,source_rows=2
PAYBACK_MULTIROW,大井,20081231,8,source_rows=2
PAYBACK_MULTIROW,大井,20090323,12,source_rows=2
PAYBACK_MULTIROW,大井,20090325,10,source_rows=2
PAYBACK_MULTIROW,大井,20090410,11,source_rows=2
PAYBACK_MULTIROW,大井,20090706,1,source_rows=2
PAYBACK_MULTIROW,大井,20090707,8,source_rows=2
PAYBACK_MULTIROW,大井,20090708,12,source_rows=2
PAYBACK_MULTIROW,大井,20091201,12,source_rows=2
PAYBACK_MULTIROW,大井,20100301,9,source_rows=2
PAYBACK_MULTIROW,大井,20100423,12,source_rows=2
PAYBACK_MULTIROW,大井,20110714,4,source_rows=2
PAYBACK_MULTIROW,大井,20110801,12,source_rows=2
PAYBACK_MULTIROW,大井,20110925,2,source_rows=2
PAYBACK_MULTIROW,大井,20111229,12,source_rows=2
PAYBACK_MULTIROW,大井,20120509,11,source_rows=2
PAYBACK_MULTIROW,大井,20120606,1,source_rows=2
PAYBACK_MULTIROW,大井,20120815,11,source_rows=2
PAYBACK_MULTIROW,大井,20120930,5,source_rows=2
PAYBACK_MULTIROW,大井,20121023,4,source_rows=2
PAYBACK_MULTIROW,大井,20121128,7,source_rows=2
PAYBACK_MULTIROW,大井,20130325,7,source_rows=2
PAYBACK_MULTIROW,大井,20130627,7,source_rows=2
PAYBACK_MULTIROW,大井,20130816,6,source_rows=2
PAYBACK_MULTIROW,大井,20140402,12,source_rows=2
PAYBACK_MULTIROW,大井,20140602,9,source_rows=2
PAYBACK_MULTIROW,大井,20141111,8,source_rows=2
PAYBACK_MULTIROW,大井,20141231,3,source_rows=2
PAYBACK_MULTIROW,大井,20150317,9,source_rows=2
PAYBACK_MULTIROW,大井,20150929,2,source_rows=2
PAYBACK_MULTIROW,大井,20151225,6,source_rows=2
PAYBACK_MULTIROW,大井,20151230,3,source_rows=2
PAYBACK_MULTIROW,大井,20160208,4,source_rows=2
PAYBACK_MULTIROW,大井,20160224,4,source_rows=2
PAYBACK_MULTIROW,大井,20160701,8,source_rows=2
PAYBACK_MULTIROW,大井,20160802,12,source_rows=2
PAYBACK_MULTIROW,大井,20160901,8,source_rows=2
PAYBACK_MULTIROW,大井,20160919,11,source_rows=2
PAYBACK_MULTIROW,大井,20161013,7,source_rows=2
PAYBACK_MULTIROW,大井,20161130,10,source_rows=2
PAYBACK_MULTIROW,大井,20161202,5,source_rows=2
PAYBACK_MULTIROW,大井,20161231,9,source_rows=2
PAYBACK_MULTIROW,大井,20170124,9,source_rows=2
PAYBACK_MULTIROW,大井,20170421,5,source_rows=2
PAYBACK_MULTIROW,大井,20170608,7,source_rows=2
PAYBACK_MULTIROW,大井,20170730,5,source_rows=2
PAYBACK_MULTIROW,大井,20171030,7,source_rows=2
PAYBACK_MULTIROW,大井,20180125,1,source_rows=2
PAYBACK_MULTIROW,大井,20180419,1,source_rows=2
PAYBACK_MULTIROW,大井,20180828,11,source_rows=2
PAYBACK_MULTIROW,大井,20181226,10,source_rows=2
PAYBACK_MULTIROW,大井,20190305,5,source_rows=2
PAYBACK_MULTIROW,大井,20190412,2,source_rows=2
PAYBACK_MULTIROW,大井,20190520,8,source_rows=2
PAYBACK_MULTIROW,大井,20190604,12,source_rows=2
PAYBACK_MULTIROW,大井,20190606,9,source_rows=2
PAYBACK_MULTIROW,大井,20190815,2,source_rows=2
PAYBACK_MULTIROW,大井,20190920,10,source_rows=2
PAYBACK_MULTIROW,大井,20191002,10,source_rows=2
PAYBACK_MULTIROW,大井,20191014,5,source_rows=2
PAYBACK_MULTIROW,大井,20200205,10,source_rows=2
PAYBACK_MULTIROW,大井,20200228,10,source_rows=2
PAYBACK_MULTIROW,大井,20200522,11,source_rows=2
PAYBACK_MULTIROW,大井,20200729,3,source_rows=2
PAYBACK_MULTIROW,大井,20200801,8,source_rows=2
PAYBACK_MULTIROW,大井,20200910,9,source_rows=2
PAYBACK_MULTIROW,大井,20200924,9,source_rows=2
PAYBACK_MULTIROW,大井,20201231,5,source_rows=2
PAYBACK_MULTIROW,大井,20210415,7,source_rows=2
PAYBACK_MULTIROW,大井,20210429,4,source_rows=2
PAYBACK_MULTIROW,大井,20210802,7,source_rows=2
PAYBACK_MULTIROW,大井,20210908,12,source_rows=2
PAYBACK_MULTIROW,大井,20210918,10,source_rows=2
PAYBACK_MULTIROW,大井,20220210,2,source_rows=2
PAYBACK_MULTIROW,大井,20220211,11,source_rows=2
PAYBACK_MULTIROW,大井,20220526,8,source_rows=2
PAYBACK_MULTIROW,大井,20220607,2,source_rows=2
PAYBACK_MULTIROW,大井,20220701,7,source_rows=2
PAYBACK_MULTIROW,大井,20220905,11,source_rows=2
PAYBACK_MULTIROW,大井,20221207,8,source_rows=2
PAYBACK_MULTIROW,大井,20221226,8,source_rows=2
PAYBACK_MULTIROW,大井,20221227,2,source_rows=2
PAYBACK_MULTIROW,大井,20230125,10,source_rows=2
PAYBACK_MULTIROW,大井,20230127,9,source_rows=2
PAYBACK_MULTIROW,大井,20230220,9,source_rows=2
PAYBACK_MULTIROW,大井,20230329,1,source_rows=2
PAYBACK_MULTIROW,大井,20230510,6,source_rows=2
PAYBACK_MULTIROW,大井,20230523,11,source_rows=2
PAYBACK_MULTIROW,大井,20230630,11,source_rows=2
PAYBACK_MULTIROW,大井,20230710,11,source_rows=2
PAYBACK_MULTIROW,大井,20230714,2,source_rows=2
PAYBACK_MULTIROW,大井,20230904,9,source_rows=2
PAYBACK_MULTIROW,大井,20231004,2,source_rows=2
PAYBACK_MULTIROW,大井,20231116,9,source_rows=2
PAYBACK_MULTIROW,大井,20240321,8,source_rows=2
PAYBACK_MULTIROW,大井,20240513,10,source_rows=2
PAYBACK_MULTIROW,大井,20240913,3,source_rows=2
PAYBACK_MULTIROW,大井,20250116,8,source_rows=2
PAYBACK_MULTIROW,大井,20250117,6,source_rows=2
PAYBACK_MULTIROW,大井,20250325,10,source_rows=2
PAYBACK_MULTIROW,大井,20250430,1,source_rows=2
PAYBACK_MULTIROW,大井,20250522,2,source_rows=2
PAYBACK_MULTIROW,大井,20250918,6,source_rows=2
PAYBACK_MULTIROW,大井,20251023,7,source_rows=2
PAYBACK_MULTIROW,大井,20251024,12,source_rows=2
PAYBACK_MULTIROW,大井,20251229,12,source_rows=2
PAYBACK_MULTIROW,大井,20260127,2,source_rows=2
PAYBACK_MULTIROW,大井,20260327,9,source_rows=2
PAYBACK_MULTIROW,大井,20260522,7,source_rows=2
PAYBACK_MULTIROW,姫路,19980324,11,source_rows=2
PAYBACK_MULTIROW,姫路,19981104,11,source_rows=2
PAYBACK_MULTIROW,姫路,19981117,3,source_rows=2
PAYBACK_MULTIROW,姫路,19990119,10,source_rows=2
PAYBACK_MULTIROW,姫路,19990121,10,source_rows=2
PAYBACK_MULTIROW,姫路,19990323,9,source_rows=2
PAYBACK_MULTIROW,姫路,19990722,10,source_rows=2
PAYBACK_MULTIROW,姫路,19991116,5,source_rows=2
PAYBACK_MULTIROW,姫路,20000229,8,source_rows=2
PAYBACK_MULTIROW,姫路,20000315,1,source_rows=2
PAYBACK_MULTIROW,姫路,20000315,9,source_rows=2
PAYBACK_MULTIROW,姫路,20010307,3,source_rows=2
PAYBACK_MULTIROW,姫路,20010315,10,source_rows=2
PAYBACK_MULTIROW,姫路,20010720,10,source_rows=2
PAYBACK_MULTIROW,姫路,20010726,6,source_rows=2
PAYBACK_MULTIROW,姫路,20011025,9,source_rows=2
PAYBACK_MULTIROW,姫路,20011113,8,source_rows=2
PAYBACK_MULTIROW,姫路,20020305,6,source_rows=2
PAYBACK_MULTIROW,姫路,20030304,5,source_rows=2
PAYBACK_MULTIROW,姫路,20030314,9,source_rows=2
PAYBACK_MULTIROW,姫路,20030325,8,source_rows=2
PAYBACK_MULTIROW,姫路,20030903,1,source_rows=2
PAYBACK_MULTIROW,姫路,20040303,3,source_rows=2
PAYBACK_MULTIROW,姫路,20050302,3,source_rows=2
PAYBACK_MULTIROW,姫路,20050308,7,source_rows=2
PAYBACK_MULTIROW,姫路,20060222,9,source_rows=2
PAYBACK_MULTIROW,姫路,20060928,8,source_rows=2
PAYBACK_MULTIROW,姫路,20070719,1,source_rows=2
PAYBACK_MULTIROW,姫路,20100520,3,source_rows=2
PAYBACK_MULTIROW,姫路,20200206,4,source_rows=2
PAYBACK_MULTIROW,姫路,20210202,1,source_rows=2
PAYBACK_MULTIROW,姫路,20210317,4,source_rows=2
PAYBACK_MULTIROW,姫路,20220118,7,source_rows=2
PAYBACK_MULTIROW,姫路,20230314,11,source_rows=2
PAYBACK_MULTIROW,姫路,20240123,8,source_rows=2
PAYBACK_MULTIROW,姫路,20240307,2,source_rows=2
PAYBACK_MULTIROW,姫路,20250227,9,source_rows=2
PAYBACK_MULTIROW,姫路,20260127,6,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980111,4,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980202,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980418,1,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980516,4,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980517,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980519,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980729,7,source_rows=2
PAYBACK_MULTIROW,宇都宮,19980809,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,19981017,6,source_rows=2
PAYBACK_MULTIROW,宇都宮,19981017,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990110,1,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990211,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990226,1,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990324,1,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990515,1,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990530,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990721,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990826,4,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990910,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,19990911,10,source_rows=2
PAYBACK_MULTIROW,宇都宮,19991014,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,19991118,8,source_rows=2
PAYBACK_MULTIROW,宇都宮,20000504,6,source_rows=2
PAYBACK_MULTIROW,宇都宮,20000528,11,source_rows=2
PAYBACK_MULTIROW,宇都宮,20000531,8,source_rows=2
PAYBACK_MULTIROW,宇都宮,20000630,9,source_rows=2
PAYBACK_MULTIROW,宇都宮,20000903,4,source_rows=2
PAYBACK_MULTIROW,宇都宮,20001101,6,source_rows=2
PAYBACK_MULTIROW,宇都宮,20001203,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010105,11,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010107,11,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010110,5,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010408,1,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010608,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010622,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,20010927,5,source_rows=2
PAYBACK_MULTIROW,宇都宮,20011210,3,source_rows=2
PAYBACK_MULTIROW,宇都宮,20020203,10,source_rows=2
PAYBACK_MULTIROW,宇都宮,20020720,8,source_rows=2
PAYBACK_MULTIROW,宇都宮,20030314,5,source_rows=2
PAYBACK_MULTIROW,宇都宮,20030607,10,source_rows=2
PAYBACK_MULTIROW,宇都宮,20030915,10,source_rows=2
PAYBACK_MULTIROW,宇都宮,20031004,4,source_rows=2
PAYBACK_MULTIROW,宇都宮,20040125,5,source_rows=2
PAYBACK_MULTIROW,宇都宮,20040223,10,source_rows=2
PAYBACK_MULTIROW,宇都宮,20040307,10,source_rows=2
PAYBACK_MULTIROW,宇都宮,20040505,7,source_rows=2
PAYBACK_MULTIROW,宇都宮,20040919,5,source_rows=2
PAYBACK_MULTIROW,宇都宮,20041030,2,source_rows=2
PAYBACK_MULTIROW,宇都宮,20041030,4,source_rows=2
PAYBACK_MULTIROW,宇都宮,20041231,7,source_rows=2
PAYBACK_MULTIROW,岩見ば,19980727,8,source_rows=2
PAYBACK_MULTIROW,岩見ば,19980816,1,source_rows=2
PAYBACK_MULTIROW,岩見ば,19990703,9,source_rows=2
PAYBACK_MULTIROW,岩見ば,19990807,11,source_rows=2
PAYBACK_MULTIROW,岩見ば,19990808,5,source_rows=2
PAYBACK_MULTIROW,岩見ば,19990810,9,source_rows=2
PAYBACK_MULTIROW,岩見ば,19990828,6,source_rows=2
PAYBACK_MULTIROW,岩見ば,19990905,12,source_rows=2
PAYBACK_MULTIROW,岩見ば,20010827,8,source_rows=2
PAYBACK_MULTIROW,岩見ば,20020707,3,source_rows=2
PAYBACK_MULTIROW,岩見ば,20020804,7,source_rows=2
PAYBACK_MULTIROW,岩見ば,20020824,5,source_rows=2
PAYBACK_MULTIROW,岩見ば,20030630,3,source_rows=2
PAYBACK_MULTIROW,岩見ば,20030714,11,source_rows=2
PAYBACK_MULTIROW,岩見ば,20040705,8,source_rows=2
PAYBACK_MULTIROW,岩見ば,20040705,9,source_rows=2
PAYBACK_MULTIROW,岩見ば,20040815,7,source_rows=2
PAYBACK_MULTIROW,岩見ば,20040822,3,source_rows=2
PAYBACK_MULTIROW,岩見ば,20040823,10,source_rows=2
PAYBACK_MULTIROW,岩見ば,20050704,11,source_rows=2
PAYBACK_MULTIROW,岩見ば,20050822,10,source_rows=2
PAYBACK_MULTIROW,岩見ば,20050904,5,source_rows=2
PAYBACK_MULTIROW,岩見ば,20050919,6,source_rows=2
PAYBACK_MULTIROW,岩見ば,20060731,6,source_rows=2
PAYBACK_MULTIROW,岩見ば,20060910,12,source_rows=2
PAYBACK_MULTIROW,川崎,19980305,9,source_rows=2
PAYBACK_MULTIROW,川崎,19980507,10,source_rows=2
PAYBACK_MULTIROW,川崎,19980906,8,source_rows=2
PAYBACK_MULTIROW,川崎,19981230,8,source_rows=2
PAYBACK_MULTIROW,川崎,19990326,4,source_rows=2
PAYBACK_MULTIROW,川崎,19990430,1,source_rows=2
PAYBACK_MULTIROW,川崎,19990613,9,source_rows=2
PAYBACK_MULTIROW,川崎,19991224,6,source_rows=2
PAYBACK_MULTIROW,川崎,20000208,8,source_rows=2
PAYBACK_MULTIROW,川崎,20000209,9,source_rows=2
PAYBACK_MULTIROW,川崎,20000609,9,source_rows=2
PAYBACK_MULTIROW,川崎,20000901,8,source_rows=2
PAYBACK_MULTIROW,川崎,20001023,3,source_rows=2
PAYBACK_MULTIROW,川崎,20001113,10,source_rows=2
PAYBACK_MULTIROW,川崎,20001114,5,source_rows=2
PAYBACK_MULTIROW,川崎,20010209,11,source_rows=2
PAYBACK_MULTIROW,川崎,20010307,3,source_rows=2
PAYBACK_MULTIROW,川崎,20010428,6,source_rows=2
PAYBACK_MULTIROW,川崎,20010428,9,source_rows=2
PAYBACK_MULTIROW,川崎,20010515,6,source_rows=2
PAYBACK_MULTIROW,川崎,20010901,4,source_rows=2
PAYBACK_MULTIROW,川崎,20011001,2,source_rows=2
PAYBACK_MULTIROW,川崎,20011127,6,source_rows=2
PAYBACK_MULTIROW,川崎,20011130,4,source_rows=2
PAYBACK_MULTIROW,川崎,20011230,1,source_rows=2
PAYBACK_MULTIROW,川崎,20020314,3,source_rows=2
PAYBACK_MULTIROW,川崎,20021024,8,source_rows=2
PAYBACK_MULTIROW,川崎,20021223,10,source_rows=2
PAYBACK_MULTIROW,川崎,20030225,4,source_rows=2
PAYBACK_MULTIROW,川崎,20030917,1,source_rows=2
PAYBACK_MULTIROW,川崎,20040225,3,source_rows=2
PAYBACK_MULTIROW,川崎,20040331,6,source_rows=2
PAYBACK_MULTIROW,川崎,20041005,8,source_rows=2
PAYBACK_MULTIROW,川崎,20050124,5,source_rows=2
PAYBACK_MULTIROW,川崎,20050211,1,source_rows=2
PAYBACK_MULTIROW,川崎,20050727,10,source_rows=2
PAYBACK_MULTIROW,川崎,20050906,5,source_rows=2
PAYBACK_MULTIROW,川崎,20070105,10,source_rows=2
PAYBACK_MULTIROW,川崎,20070704,1,source_rows=2
PAYBACK_MULTIROW,川崎,20070720,1,source_rows=2
PAYBACK_MULTIROW,川崎,20070720,2,source_rows=2
PAYBACK_MULTIROW,川崎,20070809,7,source_rows=2
PAYBACK_MULTIROW,川崎,20071107,9,source_rows=2
PAYBACK_MULTIROW,川崎,20071109,4,source_rows=2
PAYBACK_MULTIROW,川崎,20071109,8,source_rows=2
PAYBACK_MULTIROW,川崎,20080415,10,source_rows=2
PAYBACK_MULTIROW,川崎,20080522,4,source_rows=2
PAYBACK_MULTIROW,川崎,20080616,8,source_rows=2
PAYBACK_MULTIROW,川崎,20080808,4,source_rows=2
PAYBACK_MULTIROW,川崎,20080818,9,source_rows=2
PAYBACK_MULTIROW,川崎,20090417,5,source_rows=2
PAYBACK_MULTIROW,川崎,20090619,5,source_rows=2
PAYBACK_MULTIROW,川崎,20090713,3,source_rows=2
PAYBACK_MULTIROW,川崎,20090713,9,source_rows=2
PAYBACK_MULTIROW,川崎,20090715,11,source_rows=2
PAYBACK_MULTIROW,川崎,20090728,11,source_rows=2
PAYBACK_MULTIROW,川崎,20100222,6,source_rows=2
PAYBACK_MULTIROW,川崎,20100224,4,source_rows=2
PAYBACK_MULTIROW,川崎,20101117,9,source_rows=2
PAYBACK_MULTIROW,川崎,20110103,10,source_rows=2
PAYBACK_MULTIROW,川崎,20110127,9,source_rows=2
PAYBACK_MULTIROW,川崎,20110818,11,source_rows=2
PAYBACK_MULTIROW,川崎,20110831,7,source_rows=2
PAYBACK_MULTIROW,川崎,20111212,10,source_rows=2
PAYBACK_MULTIROW,川崎,20120614,9,source_rows=2
PAYBACK_MULTIROW,川崎,20120705,5,source_rows=2
PAYBACK_MULTIROW,川崎,20120907,4,source_rows=2
PAYBACK_MULTIROW,川崎,20130131,8,source_rows=2
PAYBACK_MULTIROW,川崎,20130227,3,source_rows=2
PAYBACK_MULTIROW,川崎,20130611,10,source_rows=2
PAYBACK_MULTIROW,川崎,20130702,12,source_rows=2
PAYBACK_MULTIROW,川崎,20130702,6,source_rows=2
PAYBACK_MULTIROW,川崎,20130703,6,source_rows=2
PAYBACK_MULTIROW,川崎,20130705,4,source_rows=2
PAYBACK_MULTIROW,川崎,20130821,9,source_rows=2
PAYBACK_MULTIROW,川崎,20131009,12,source_rows=2
PAYBACK_MULTIROW,川崎,20140130,2,source_rows=2
PAYBACK_MULTIROW,川崎,20140414,10,source_rows=2
PAYBACK_MULTIROW,川崎,20140612,9,source_rows=2
PAYBACK_MULTIROW,川崎,20140725,10,source_rows=2
PAYBACK_MULTIROW,川崎,20140820,9,source_rows=2
PAYBACK_MULTIROW,川崎,20150303,8,source_rows=2
PAYBACK_MULTIROW,川崎,20150609,2,source_rows=2
PAYBACK_MULTIROW,川崎,20150818,4,source_rows=2
PAYBACK_MULTIROW,川崎,20151022,7,source_rows=2
PAYBACK_MULTIROW,川崎,20151116,4,source_rows=2
PAYBACK_MULTIROW,川崎,20160301,8,source_rows=2
PAYBACK_MULTIROW,川崎,20160510,10,source_rows=2
PAYBACK_MULTIROW,川崎,20160511,10,source_rows=2
PAYBACK_MULTIROW,川崎,20160615,4,source_rows=2
PAYBACK_MULTIROW,川崎,20160913,8,source_rows=2
