anomaly_type,競馬場,競走年月日,レース番号,detail
PAYBACK_MULTIROW,佐賀,20211010,3,source_rows=2
PAYBACK_MULTIROW,佐賀,20211030,2,source_rows=2
PAYBACK_MULTIROW,佐賀,20211128,8,source_rows=2
PAYBACK_MULTIROW,佐賀,20220129,4,source_rows=2
PAYBACK_MULTIROW,佐賀,20220219,5,source_rows=2
PAYBACK_MULTIROW,佐賀,20220219,7,source_rows=2
PAYBACK_MULTIROW,佐賀,20220220,9,source_rows=2
PAYBACK_MULTIROW,佐賀,20220313,4,source_rows=2
PAYBACK_MULTIROW,佐賀,20220416,5,source_rows=2
PAYBACK_MULTIROW,佐賀,20220529,3,source_rows=2
PAYBACK_MULTIROW,佐賀,20220611,2,source_rows=2
PAYBACK_MULTIROW,佐賀,20220807,5,source_rows=2
PAYBACK_MULTIROW,佐賀,20220917,3,source_rows=2
PAYBACK_MULTIROW,佐賀,20221204,11,source_rows=2
PAYBACK_MULTIROW,佐賀,20230209,7,source_rows=2
PAYBACK_MULTIROW,佐賀,20230605,10,source_rows=2
PAYBACK_MULTIROW,佐賀,20230826,1,source_rows=2
PAYBACK_MULTIROW,佐賀,20240127,2,source_rows=2
PAYBACK_MULTIROW,佐賀,20240127,9,source_rows=2
PAYBACK_MULTIROW,佐賀,20240518,3,source_rows=2
PAYBACK_MULTIROW,佐賀,20240608,3,source_rows=2
PAYBACK_MULTIROW,佐賀,20240616,7,source_rows=2
PAYBACK_MULTIROW,佐賀,20240714,6,source_rows=2
PAYBACK_MULTIROW,佐賀,20240811,8,source_rows=2
PAYBACK_MULTIROW,佐賀,20240908,7,source_rows=2
PAYBACK_MULTIROW,佐賀,20241118,1,source_rows=2
PAYBACK_MULTIROW,佐賀,20250119,8,source_rows=2
PAYBACK_MULTIROW,佐賀,20250123,9,source_rows=2
PAYBACK_MULTIROW,佐賀,20250308,5,source_rows=2
PAYBACK_MULTIROW,佐賀,20250524,7,source_rows=2
PAYBACK_MULTIROW,佐賀,20250904,8,source_rows=2
PAYBACK_MULTIROW,佐賀,20250920,6,source_rows=2
PAYBACK_MULTIROW,佐賀,20251227,3,source_rows=2
PAYBACK_MULTIROW,佐賀,20260320,7,source_rows=2
PAYBACK_MULTIROW,佐賀,20260412,10,source_rows=2
PAYBACK_MULTIROW,佐賀,20260705,8,source_rows=2
PAYBACK_MULTIROW,佐賀,20260718,4,source_rows=2
PAYBACK_MULTIROW,北見ば,19980606,7,source_rows=2
PAYBACK_MULTIROW,北見ば,19981103,8,source_rows=2
PAYBACK_MULTIROW,北見ば,19990530,1,source_rows=2
PAYBACK_MULTIROW,北見ば,19990605,5,source_rows=2
PAYBACK_MULTIROW,北見ば,20011027,4,source_rows=2
PAYBACK_MULTIROW,北見ば,20011104,5,source_rows=2
PAYBACK_MULTIROW,北見ば,20011110,8,source_rows=2
PAYBACK_MULTIROW,北見ば,20031012,6,source_rows=2
PAYBACK_MULTIROW,北見ば,20031026,2,source_rows=2
PAYBACK_MULTIROW,北見ば,20041009,12,source_rows=2
PAYBACK_MULTIROW,北見ば,20051112,1,source_rows=2
PAYBACK_MULTIROW,北見ば,20051126,7,source_rows=2
PAYBACK_MULTIROW,北見ば,20061015,6,source_rows=2
PAYBACK_MULTIROW,北見ば,20061111,1,source_rows=2
PAYBACK_MULTIROW,名古屋,19980122,6,source_rows=2
PAYBACK_MULTIROW,名古屋,19980629,9,source_rows=2
PAYBACK_MULTIROW,名古屋,19981103,8,source_rows=2
PAYBACK_MULTIROW,名古屋,19981117,5,source_rows=2
PAYBACK_MULTIROW,名古屋,19981208,7,source_rows=2
PAYBACK_MULTIROW,名古屋,19990203,8,source_rows=2
PAYBACK_MULTIROW,名古屋,19990305,8,source_rows=2
PAYBACK_MULTIROW,名古屋,19990321,5,source_rows=2
PAYBACK_MULTIROW,名古屋,19990330,10,source_rows=2
PAYBACK_MULTIROW,名古屋,19990507,7,source_rows=2
PAYBACK_MULTIROW,名古屋,19990610,7,source_rows=2
PAYBACK_MULTIROW,名古屋,19990709,10,source_rows=2
PAYBACK_MULTIROW,名古屋,19990720,3,source_rows=2
PAYBACK_MULTIROW,名古屋,19990817,7,source_rows=2
PAYBACK_MULTIROW,名古屋,19990908,9,source_rows=2
PAYBACK_MULTIROW,名古屋,19991008,1,source_rows=2
PAYBACK_MULTIROW,名古屋,19991022,7,source_rows=2
PAYBACK_MULTIROW,名古屋,19991221,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20000130,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20000227,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20000330,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20000706,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20000724,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20000809,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20001005,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20001013,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20001030,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20001204,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20001205,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20010410,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20010416,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20010419,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20010502,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20010511,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20010607,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20010705,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20011008,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20011025,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20011026,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20011101,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20011119,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20011211,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20011226,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20011227,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20020116,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20020129,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20020204,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20020305,12,source_rows=2
PAYBACK_MULTIROW,名古屋,20020311,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20020325,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20020508,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20020802,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20020819,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20020920,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20021028,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20021129,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20030324,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20030514,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20030609,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20030610,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20030703,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20031007,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20031031,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20031203,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20040128,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20040824,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20040825,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20041029,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20050314,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20050314,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20050504,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20050812,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20060130,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20060410,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20060606,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20061010,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20061207,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20070117,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20070131,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20070411,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20070510,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20070906,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20071219,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20080130,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20080219,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20080430,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20080717,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20080904,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20090505,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20090602,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20090605,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20090617,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20091202,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20091203,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20091207,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20100126,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20100203,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20100325,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20100521,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20100601,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20100727,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20100728,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20101021,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20101022,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20110516,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20110824,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20111007,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20111017,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20111017,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20111208,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20120117,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20120118,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20120622,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20120706,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20121219,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20130308,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20130404,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20130715,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20131127,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20140128,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20140519,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20140605,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20140806,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20141022,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20150114,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20150423,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20151021,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20151204,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20160202,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20160329,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20160802,6,source_rows=2
PAYBACK_MULTIROW,名古屋,20160921,12,source_rows=2
PAYBACK_MULTIROW,名古屋,20161117,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20161202,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20170202,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20170217,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20170227,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20170313,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20180328,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20180515,12,source_rows=2
PAYBACK_MULTIROW,名古屋,20180705,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20181102,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20181115,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20181219,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20191220,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20200709,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20210104,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20210211,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20210503,7,source_rows=2
PAYBACK_MULTIROW,名古屋,20210616,5,source_rows=2
PAYBACK_MULTIROW,名古屋,20210917,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20220214,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20220302,12,source_rows=2
PAYBACK_MULTIROW,名古屋,20220621,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20220930,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20230118,2,source_rows=2
PAYBACK_MULTIROW,名古屋,20230131,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20230301,8,source_rows=2
PAYBACK_MULTIROW,名古屋,20230519,12,source_rows=2
PAYBACK_MULTIROW,名古屋,20230727,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20231106,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20240105,9,source_rows=2
PAYBACK_MULTIROW,名古屋,20240531,1,source_rows=2
PAYBACK_MULTIROW,名古屋,20240625,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20241219,10,source_rows=2
PAYBACK_MULTIROW,名古屋,20241219,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20250102,3,source_rows=2
PAYBACK_MULTIROW,名古屋,20250409,12,source_rows=2
PAYBACK_MULTIROW,名古屋,20250509,11,source_rows=2
PAYBACK_MULTIROW,名古屋,20251031,4,source_rows=2
PAYBACK_MULTIROW,名古屋,20251110,2,source_rows=2
PAYBACK_MULTIROW,園田,19980514,10,source_rows=2
PAYBACK_MULTIROW,園田,19980623,7,source_rows=2
PAYBACK_MULTIROW,園田,19980814,3,source_rows=2
PAYBACK_MULTIROW,園田,19980819,10,source_rows=2
PAYBACK_MULTIROW,園田,19980901,3,source_rows=2
PAYBACK_MULTIROW,園田,19981201,11,source_rows=2
PAYBACK_MULTIROW,園田,19981209,8,source_rows=2
PAYBACK_MULTIROW,園田,19990112,6,source_rows=2
PAYBACK_MULTIROW,園田,19990406,11,source_rows=2
PAYBACK_MULTIROW,園田,19990429,6,source_rows=2
PAYBACK_MULTIROW,園田,19990511,3,source_rows=2
PAYBACK_MULTIROW,園田,19990603,10,source_rows=2
PAYBACK_MULTIROW,園田,19990901,8,source_rows=2
PAYBACK_MULTIROW,園田,19991012,10,source_rows=2
PAYBACK_MULTIROW,園田,19991013,5,source_rows=2
PAYBACK_MULTIROW,園田,19991130,10,source_rows=2
PAYBACK_MULTIROW,園田,19991207,7,source_rows=2
PAYBACK_MULTIROW,園田,19991223,2,source_rows=2
PAYBACK_MULTIROW,園田,20000118,11,source_rows=2
PAYBACK_MULTIROW,園田,20000222,1,source_rows=2
PAYBACK_MULTIROW,園田,20000224,11,source_rows=2
PAYBACK_MULTIROW,園田,20000405,7,source_rows=2
PAYBACK_MULTIROW,園田,20000613,2,source_rows=2
PAYBACK_MULTIROW,園田,20000816,10,source_rows=2
PAYBACK_MULTIROW,園田,20000919,6,source_rows=2
PAYBACK_MULTIROW,園田,20001005,10,source_rows=2
PAYBACK_MULTIROW,園田,20001129,9,source_rows=2
PAYBACK_MULTIROW,園田,20001208,4,source_rows=2
PAYBACK_MULTIROW,園田,20001221,3,source_rows=2
PAYBACK_MULTIROW,園田,20010125,8,source_rows=2
PAYBACK_MULTIROW,園田,20010130,11,source_rows=2
PAYBACK_MULTIROW,園田,20010222,5,source_rows=2
PAYBACK_MULTIROW,園田,20010525,7,source_rows=2
PAYBACK_MULTIROW,園田,20010531,11,source_rows=2
PAYBACK_MULTIROW,園田,20010815,8,source_rows=2
PAYBACK_MULTIROW,園田,20010816,6,source_rows=2
PAYBACK_MULTIROW,園田,20010823,10,source_rows=2
PAYBACK_MULTIROW,園田,20010906,10,source_rows=2
PAYBACK_MULTIROW,園田,20011004,1,source_rows=2
PAYBACK_MULTIROW,園田,20020104,9,source_rows=2
PAYBACK_MULTIROW,園田,20020429,9,source_rows=2
PAYBACK_MULTIROW,園田,20020506,2,source_rows=2
PAYBACK_MULTIROW,園田,20020508,3,source_rows=2
PAYBACK_MULTIROW,園田,20020514,9,source_rows=2
PAYBACK_MULTIROW,園田,20020716,9,source_rows=2
PAYBACK_MULTIROW,園田,20020723,8,source_rows=2
PAYBACK_MULTIROW,園田,20020808,1,source_rows=2
PAYBACK_MULTIROW,園田,20020925,2,source_rows=2
PAYBACK_MULTIROW,園田,20020926,3,source_rows=2
PAYBACK_MULTIROW,園田,20021120,7,source_rows=2
PAYBACK_MULTIROW,園田,20021127,11,source_rows=2
PAYBACK_MULTIROW,園田,20021212,9,source_rows=2
PAYBACK_MULTIROW,園田,20030123,11,source_rows=2
PAYBACK_MULTIROW,園田,20030207,4,source_rows=2
PAYBACK_MULTIROW,園田,20030220,3,source_rows=2
PAYBACK_MULTIROW,園田,20030423,5,source_rows=2
PAYBACK_MULTIROW,園田,20030528,4,source_rows=2
PAYBACK_MULTIROW,園田,20030612,9,source_rows=2
PAYBACK_MULTIROW,園田,20030708,4,source_rows=2
PAYBACK_MULTIROW,園田,20031209,5,source_rows=2
PAYBACK_MULTIROW,園田,20040106,8,source_rows=2
PAYBACK_MULTIROW,園田,20040120,6,source_rows=2
PAYBACK_MULTIROW,園田,20040205,5,source_rows=2
PAYBACK_MULTIROW,園田,20040211,3,source_rows=2
PAYBACK_MULTIROW,園田,20040413,9,source_rows=2
PAYBACK_MULTIROW,園田,20040422,12,source_rows=2
PAYBACK_MULTIROW,園田,20040610,2,source_rows=2
PAYBACK_MULTIROW,園田,20041028,8,source_rows=2
PAYBACK_MULTIROW,園田,20041201,9,source_rows=2
PAYBACK_MULTIROW,園田,20041214,4,source_rows=2
PAYBACK_MULTIROW,園田,20041229,3,source_rows=2
PAYBACK_MULTIROW,園田,20050112,1,source_rows=2
PAYBACK_MULTIROW,園田,20050112,8,source_rows=2
PAYBACK_MULTIROW,園田,20050217,10,source_rows=2
PAYBACK_MULTIROW,園田,20050413,8,source_rows=2
PAYBACK_MULTIROW,園田,20050719,11,source_rows=2
PAYBACK_MULTIROW,園田,20050817,9,source_rows=2
PAYBACK_MULTIROW,園田,20051108,7,source_rows=2
PAYBACK_MULTIROW,園田,20051123,1,source_rows=2
PAYBACK_MULTIROW,園田,20051215,12,source_rows=2
PAYBACK_MULTIROW,園田,20051215,9,source_rows=2
PAYBACK_MULTIROW,園田,20051223,9,source_rows=2
PAYBACK_MULTIROW,園田,20060601,11,source_rows=2
PAYBACK_MULTIROW,園田,20060802,7,source_rows=2
PAYBACK_MULTIROW,園田,20061025,9,source_rows=2
PAYBACK_MULTIROW,園田,20061114,10,source_rows=2
PAYBACK_MULTIROW,園田,20070206,4,source_rows=2
PAYBACK_MULTIROW,園田,20070207,10,source_rows=2
PAYBACK_MULTIROW,園田,20070207,3,source_rows=2
PAYBACK_MULTIROW,園田,20070515,10,source_rows=2
PAYBACK_MULTIROW,園田,20070613,7,source_rows=2
PAYBACK_MULTIROW,園田,20070808,5,source_rows=2
PAYBACK_MULTIROW,園田,20070816,5,source_rows=2
PAYBACK_MULTIROW,園田,20071030,4,source_rows=2
PAYBACK_MULTIROW,園田,20071121,2,source_rows=2
PAYBACK_MULTIROW,園田,20071213,3,source_rows=2
PAYBACK_MULTIROW,園田,20080122,7,source_rows=2
PAYBACK_MULTIROW,園田,20080422,9,source_rows=2
PAYBACK_MULTIROW,園田,20080423,5,source_rows=2
PAYBACK_MULTIROW,園田,20080520,2,source_rows=2
PAYBACK_MULTIROW,園田,20081015,1,source_rows=2
PAYBACK_MULTIROW,園田,20081231,2,source_rows=2
PAYBACK_MULTIROW,園田,20090211,5,source_rows=2
PAYBACK_MULTIROW,園田,20090211,9,source_rows=2
PAYBACK_MULTIROW,園田,20090219,8,source_rows=2
PAYBACK_MULTIROW,園田,20090326,10,source_rows=2
PAYBACK_MULTIROW,園田,20090327,6,source_rows=2
PAYBACK_MULTIROW,園田,20090409,5,source_rows=2
PAYBACK_MULTIROW,園田,20090415,5,source_rows=2
PAYBACK_MULTIROW,園田,20090505,9,source_rows=2
PAYBACK_MULTIROW,園田,20090720,2,source_rows=2
PAYBACK_MULTIROW,園田,20090820,6,source_rows=2
PAYBACK_MULTIROW,園田,20091104,3,source_rows=2
PAYBACK_MULTIROW,園田,20091203,10,source_rows=2
PAYBACK_MULTIROW,園田,20091208,9,source_rows=2
PAYBACK_MULTIROW,園田,20091209,4,source_rows=2
PAYBACK_MULTIROW,園田,20100121,6,source_rows=2
PAYBACK_MULTIROW,園田,20100127,6,source_rows=2
PAYBACK_MULTIROW,園田,20100505,10,source_rows=2
PAYBACK_MULTIROW,園田,20100511,10,source_rows=2
PAYBACK_MULTIROW,園田,20100701,5,source_rows=2
PAYBACK_MULTIROW,園田,20100713,6,source_rows=2
PAYBACK_MULTIROW,園田,20100720,10,source_rows=2
PAYBACK_MULTIROW,園田,20100922,8,source_rows=2
PAYBACK_MULTIROW,園田,20101123,10,source_rows=2
PAYBACK_MULTIROW,園田,20101207,3,source_rows=2
PAYBACK_MULTIROW,園田,20101223,6,source_rows=2
PAYBACK_MULTIROW,園田,20110118,11,source_rows=2
PAYBACK_MULTIROW,園田,20110201,1,source_rows=2
PAYBACK_MULTIROW,園田,20110420,5,source_rows=2
PAYBACK_MULTIROW,園田,20110504,9,source_rows=2
PAYBACK_MULTIROW,園田,20110511,12,source_rows=2
PAYBACK_MULTIROW,園田,20110511,7,source_rows=2
PAYBACK_MULTIROW,園田,20110518,5,source_rows=2
PAYBACK_MULTIROW,園田,20110616,9,source_rows=2
PAYBACK_MULTIROW,園田,20110718,8,source_rows=2
PAYBACK_MULTIROW,園田,20110907,1,source_rows=2
PAYBACK_MULTIROW,園田,20111006,11,source_rows=2
PAYBACK_MULTIROW,園田,20111019,7,source_rows=2
PAYBACK_MULTIROW,園田,20111020,9,source_rows=2
PAYBACK_MULTIROW,園田,20111025,3,source_rows=2
PAYBACK_MULTIROW,園田,20111116,9,source_rows=2
PAYBACK_MULTIROW,園田,20111123,2,source_rows=2
PAYBACK_MULTIROW,園田,20111207,6,source_rows=2
PAYBACK_MULTIROW,園田,20111229,5,source_rows=2
PAYBACK_MULTIROW,園田,20120315,9,source_rows=2
PAYBACK_MULTIROW,園田,20121024,8,source_rows=2
PAYBACK_MULTIROW,園田,20121102,8,source_rows=2
PAYBACK_MULTIROW,園田,20121109,6,source_rows=2
PAYBACK_MULTIROW,園田,20121120,5,source_rows=2
PAYBACK_MULTIROW,園田,20121213,10,source_rows=3
PAYBACK_MULTIROW,園田,20130211,4,source_rows=2
PAYBACK_MULTIROW,園田,20130319,5,source_rows=2
PAYBACK_MULTIROW,園田,20130419,3,source_rows=2
PAYBACK_MULTIROW,園田,20130522,5,source_rows=2
PAYBACK_MULTIROW,園田,20130524,4,source_rows=2
PAYBACK_MULTIROW,園田,20130620,9,source_rows=2
PAYBACK_MULTIROW,園田,20130726,11,source_rows=2
PAYBACK_MULTIROW,園田,20130801,1,source_rows=2
PAYBACK_MULTIROW,園田,20130822,7,source_rows=2
PAYBACK_MULTIROW,園田,20131025,12,source_rows=2
PAYBACK_MULTIROW,園田,20131108,9,source_rows=2
PAYBACK_MULTIROW,園田,20131212,7,source_rows=2
PAYBACK_MULTIROW,園田,20140104,7,source_rows=2
PAYBACK_MULTIROW,園田,20140115,2,source_rows=2
PAYBACK_MULTIROW,園田,20140129,9,source_rows=2
PAYBACK_MULTIROW,園田,20140218,4,source_rows=2
PAYBACK_MULTIROW,園田,20140312,2,source_rows=2
PAYBACK_MULTIROW,園田,20140506,6,source_rows=2
PAYBACK_MULTIROW,園田,20140514,3,source_rows=2
PAYBACK_MULTIROW,園田,20140620,2,source_rows=2
PAYBACK_MULTIROW,園田,20140703,10,source_rows=2
PAYBACK_MULTIROW,園田,20140716,7,source_rows=2
PAYBACK_MULTIROW,園田,20140725,5,source_rows=2
PAYBACK_MULTIROW,園田,20140827,10,source_rows=2
PAYBACK_MULTIROW,園田,20140912,1,source_rows=2
PAYBACK_MULTIROW,園田,20140918,8,source_rows=2
PAYBACK_MULTIROW,園田,20141024,5,source_rows=2
PAYBACK_MULTIROW,園田,20141118,10,source_rows=2
PAYBACK_MULTIROW,園田,20141127,6,source_rows=2
PAYBACK_MULTIROW,園田,20141204,10,source_rows=2
PAYBACK_MULTIROW,園田,20141210,5,source_rows=2
PAYBACK_MULTIROW,園田,20150102,11,source_rows=2
PAYBACK_MULTIROW,園田,20150116,2,source_rows=2
PAYBACK_MULTIROW,園田,20150127,1,source_rows=2
PAYBACK_MULTIROW,園田,20150224,9,source_rows=2
PAYBACK_MULTIROW,園田,20150421,3,source_rows=2
PAYBACK_MULTIROW,園田,20150708,4,source_rows=2
PAYBACK_MULTIROW,園田,20150918,1,source_rows=2
PAYBACK_MULTIROW,園田,20150923,6,source_rows=2
PAYBACK_MULTIROW,園田,20150930,2,source_rows=2
PAYBACK_MULTIROW,園田,20151106,10,source_rows=2
PAYBACK_MULTIROW,園田,20151124,11,source_rows=2
PAYBACK_MULTIROW,園田,20151201,9,source_rows=2
PAYBACK_MULTIROW,園田,20160102,8,source_rows=2
PAYBACK_MULTIROW,園田,20160112,3,source_rows=2
PAYBACK_MULTIROW,園田,20160119,10,source_rows=2
PAYBACK_MULTIROW,園田,20160128,11,source_rows=2
PAYBACK_MULTIROW,園田,20160525,2,source_rows=2
PAYBACK_MULTIROW,園田,20160617,10,source_rows=2
PAYBACK_MULTIROW,園田,20160714,3,source_rows=2
PAYBACK_MULTIROW,園田,20160729,11,source_rows=2
PAYBACK_MULTIROW,園田,20160825,2,source_rows=2
PAYBACK_MULTIROW,園田,20160922,9,source_rows=2
PAYBACK_MULTIROW,園田,20170207,10,source_rows=2
PAYBACK_MULTIROW,園田,20170221,2,source_rows=2
PAYBACK_MULTIROW,園田,20170223,2,source_rows=2
PAYBACK_MULTIROW,園田,20170223,9,source_rows=2
PAYBACK_MULTIROW,園田,20170315,9,source_rows=2
PAYBACK_MULTIROW,園田,20170321,6,source_rows=2
PAYBACK_MULTIROW,園田,20171005,11,source_rows=2
PAYBACK_MULTIROW,園田,20171019,4,source_rows=2
PAYBACK_MULTIROW,園田,20171215,1,source_rows=2
PAYBACK_MULTIROW,園田,20180102,5,source_rows=2
PAYBACK_MULTIROW,園田,20180125,2,source_rows=2
PAYBACK_MULTIROW,園田,20180221,9,source_rows=2
PAYBACK_MULTIROW,園田,20180306,2,source_rows=2
PAYBACK_MULTIROW,園田,20180502,9,source_rows=2
PAYBACK_MULTIROW,園田,20180601,5,source_rows=2
PAYBACK_MULTIROW,園田,20180621,11,source_rows=2
PAYBACK_MULTIROW,園田,20180815,10,source_rows=2
PAYBACK_MULTIROW,園田,20181101,2,source_rows=2
PAYBACK_MULTIROW,園田,20181204,10,source_rows=2
PAYBACK_MULTIROW,園田,20190123,7,source_rows=2
PAYBACK_MULTIROW,園田,20190516,1,source_rows=2
PAYBACK_MULTIROW,園田,20190522,2,source_rows=2
PAYBACK_MULTIROW,園田,20190927,5,source_rows=2
PAYBACK_MULTIROW,園田,20191003,9,source_rows=2
PAYBACK_MULTIROW,園田,20200102,5,source_rows=2
